row_type,evidence_label,run_id,method_id,training_seed,observed_status,source_kind,raw_schema,checkpoint_sha256,evaluation_id,arm,episode_count,return_mean,normalized_score_mean,actuator_clip_fraction,command_at_bound_fraction,inverse_saturation_fraction,proposed_residual_abs_mean,applied_residual_abs_mean,total_environment_steps,evaluation_base_actor_forward_rows,evaluation_adapter_mlp_forward_rows,evaluation_controller_cost_scope,training_wall_time_seconds,training_wall_time_scope,training_invocation_count,training_preprocessing_seconds_this_invocation,training_preprocessing_time_scope,training_preprocessing_seconds_lifetime,training_preprocessing_seconds_lifetime_available,training_optimizer_seconds,training_optimizer_time_scope,training_q1_input_rows,training_base_actor_precompute_rows_per_invocation,training_base_actor_precompute_rows_lifetime,training_q_scale_q1_forward_rows_per_invocation,training_q_scale_q1_forward_rows_lifetime,training_optimizer_q1_forward_rows_lifetime,training_optimizer_q1_backward_rows_lifetime,training_optimizer_adapter_mlp_forward_rows_lifetime,training_optimizer_adapter_mlp_backward_rows_lifetime,training_total_q1_forward_rows_lifetime,training_frozen_q_scale,training_q_scale_method,training_resume_scope,evaluation_wall_time_seconds,evaluation_wall_time_scope,external_environment_steps,external_baseline_environment_steps,external_paired_evaluation_environment_steps,external_q1_forward_rows,external_q1_backward_rows,external_base_actor_rows,external_baseline_base_actor_rows,external_deployment_wall_time_seconds,external_baseline_wall_time_seconds,external_paired_evaluation_wall_time_seconds,external_cost_scope,audit_id,audit_noise_samples,audit_action_noise_beta,audit_physical_action_rows,audit_individual_critic_network_rows,audit_q1_gain_mean,audit_q1_gain_median,audit_q2_gain_mean,audit_q2_gain_median,audit_min_twin_gain_mean,audit_min_twin_gain_median,audit_baseline_twin_disagreement_mean,audit_baseline_twin_disagreement_median,audit_adapted_twin_disagreement_mean,audit_adapted_twin_disagreement_median,audit_twin_disagreement_change_mean,audit_twin_disagreement_change_median,audit_command_saturation_fraction,audit_proposed_residual_abs_mean,audit_proposed_residual_abs_median,comparison_id,comparison_group_id,is_primary_confirmation_comparison,target,reference,episode_pairs,positive_pairs,raw_mean_difference,raw_t_95ci_low,raw_t_95ci_high,raw_bootstrap_95ci_low,raw_bootstrap_95ci_high,normalized_mean_difference,normalized_t_95ci_low,normalized_t_95ci_high,normalized_bootstrap_95ci_low,normalized_bootstrap_95ci_high,statistical_unit,n_training_seeds,training_seeds,per_training_seed_values,descriptive_return_mean_across_training_seeds,descriptive_normalized_score_mean_across_training_seeds,descriptive_raw_mean_difference_across_training_seeds,descriptive_normalized_mean_difference_across_training_seeds,training_seed_confidence_interval,episode_returns_pooled_for_training_seed_inference,checkpoint_seeds,n_checkpoint_pipelines,per_checkpoint_mean_differences,mean_of_checkpoint_mean_differences,positive_checkpoint_count,training_seed_ci,inference_note,equivalence_check_id,equivalence_semantics,equivalence_episode_count,equivalence_status,equivalence_endpoints
evaluation_arm,confirmation,identity_p001_k8_u5k_seed10,direct_sampled_main,10,complete,,,,confirm_beta125,baseline_only,50,460.18818522563686,9.988935779208566,0.31751798817411125,0.0,0.0,0.0,0.0,9358,9358,0,per_rollout_arm_raw_length_derived,40.70879689097637,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20632543397368863,latest_invocation_only_not_lifetime,0.20632543397368863,True,36.51109299756354,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.32056427001953,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,28.399936651985627,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,identity_p001_k8_u5k_seed10,direct_sampled_main,10,complete,,,,confirm_clean,adapted,50,3034.308282438283,66.0617866042508,0.0,0.05057333333333333,0.0,0.15489456331233345,0.14999164930794903,50000,50000,50000,per_rollout_arm_raw_length_derived,40.70879689097637,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20632543397368863,latest_invocation_only_not_lifetime,0.20632543397368863,True,36.51109299756354,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.32056427001953,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,114.65169615100604,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,identity_p001_k8_u5k_seed10,direct_sampled_main,10,complete,,,,confirm_clean,baseline_only,50,3567.9809866260057,77.68694347386169,0.0,0.0,0.0,0.0,0.0,50000,50000,0,per_rollout_arm_raw_length_derived,40.70879689097637,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20632543397368863,latest_invocation_only_not_lifetime,0.20632543397368863,True,36.51109299756354,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.32056427001953,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,114.65169615100604,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q_audit,confirmation,identity_p001_k8_u5k_seed10,direct_sampled_main,10,complete,,,,,,,,,,,,,,,,,,40.70879689097637,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20632543397368863,latest_invocation_only_not_lifetime,0.20632543397368863,True,36.51109299756354,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.32056427001953,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,heldout_k64,64,1.25,12807680,25615360,0.3852477622386154,0.3243989944458008,0.32787244822065803,0.26650428771972656,0.3613497910694229,0.3014106750488281,0.7193486708944413,0.5415792465209961,0.709769299194327,0.5270195007324219,-0.009579371700114353,-0.010867118835449219,0.09464487973882338,0.15645559552084726,0.16991237550973892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
training_run,confirmation,inverse_qmean_p001_k8_u5k_seed1,inverse_q1_at_channel_mean,1,complete,,,,,,,,,,,,,,,,,,56.70086537103634,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,10.075647123972885,latest_invocation_only_not_lifetime,10.075647123972885,True,42.75885981984902,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.351470947265625,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,inverse_qmean_p001_k8_u5k_seed1,inverse_q1_at_channel_mean,1,complete,,,,confirm_beta125,adapted,50,1299.6889608318413,28.27603971388767,0.3807377247830934,0.2437755481233742,0.37164138109317696,0.1300498687169958,0.10471659831004643,20631,20631,20631,per_rollout_arm_raw_length_derived,56.70086537103634,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,10.075647123972885,latest_invocation_only_not_lifetime,10.075647123972885,True,42.75885981984902,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.351470947265625,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,122.56606182700489,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,inverse_qmean_p001_k8_u5k_seed1,inverse_q1_at_channel_mean,1,complete,,,,confirm_beta125,baseline_only,50,1023.1146665993869,22.251336686499503,0.38695573513448317,0.3569131186427049,0.3569131186427049,0.0,0.0,16582,16582,0,per_rollout_arm_raw_length_derived,56.70086537103634,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,10.075647123972885,latest_invocation_only_not_lifetime,10.075647123972885,True,42.75885981984902,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.351470947265625,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,122.56606182700489,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q_audit,confirmation,inverse_qmean_p001_k8_u5k_seed1,inverse_q1_at_channel_mean,1,complete,,,,,,,,,,,,,,,,,,56.70086537103634,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,10.075647123972885,latest_invocation_only_not_lifetime,10.075647123972885,True,42.75885981984902,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.351470947265625,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,heldout_k64,64,1.25,12807680,25615360,0.23791465581575857,0.17134475708007812,0.2195225136411156,0.15074539184570312,0.22697586845446474,0.16033935546875,0.6832605230910345,0.5011806488037109,0.6867459556488825,0.5016403198242188,0.003485432557848044,-0.002254486083984375,0.21608868012525817,0.12085808448604442,0.11071145907044411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
training_run,confirmation,inverse_qmean_p001_k8_u5k_seed10,inverse_q1_at_channel_mean,10,complete,,,,,,,,,,,,,,,,,,62.51842000801116,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,10.538964111998212,latest_invocation_only_not_lifetime,10.538964111998212,True,47.83314682089258,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.449674606323242,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,inverse_qmean_p001_k8_u5k_seed10,inverse_q1_at_channel_mean,10,complete,,,,confirm_beta125,adapted,50,1286.7327053482338,27.993809610571926,0.3791925666925667,0.24733715358715358,0.37284706034706033,0.12558265917619219,0.10163428568245297,20592,20592,20592,per_rollout_arm_raw_length_derived,62.51842000801116,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,10.538964111998212,latest_invocation_only_not_lifetime,10.538964111998212,True,47.83314682089258,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.449674606323242,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,114.82958798401523,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,inverse_qmean_p001_k8_u5k_seed10,inverse_q1_at_channel_mean,10,complete,,,,confirm_beta125,baseline_only,50,868.6581137036987,18.886762027046583,0.38548494675590517,0.35108903148646475,0.35108903148646475,0.0,0.0,14493,14493,0,per_rollout_arm_raw_length_derived,62.51842000801116,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,10.538964111998212,latest_invocation_only_not_lifetime,10.538964111998212,True,47.83314682089258,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.449674606323242,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,114.82958798401523,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q_audit,confirmation,inverse_qmean_p001_k8_u5k_seed10,inverse_q1_at_channel_mean,10,complete,,,,,,,,,,,,,,,,,,62.51842000801116,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,10.538964111998212,latest_invocation_only_not_lifetime,10.538964111998212,True,47.83314682089258,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.449674606323242,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,heldout_k64,64,1.25,12807680,25615360,0.2416676885689092,0.1750659942626953,0.20417185537482632,0.1378021240234375,0.2272983422725514,0.16179609298706055,0.7288181938347895,0.5519371032714844,0.7200610532080403,0.5402565002441406,-0.008757140626674792,-0.00860595703125,0.22004463988273704,0.12257073535544308,0.11385701596736908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
training_run,confirmation,identity_wide_p064_d2_k8_u5k_seed1,direct_sampled_wide,1,complete,,,,,,,,,,,,,,,,,,41.44928895303747,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.21484800399048254,latest_invocation_only_not_lifetime,0.21484800399048254,True,37.124597545014694,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.197418212890625,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,identity_wide_p064_d2_k8_u5k_seed1,direct_sampled_wide,1,complete,,,,confirm_beta125,adapted,50,874.739885878504,19.019243143323564,0.34016985138004247,0.10368365180467091,0.0,0.1644417844779185,0.1532619781918997,15700,15700,15700,per_rollout_arm_raw_length_derived,41.44928895303747,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.21484800399048254,latest_invocation_only_not_lifetime,0.21484800399048254,True,37.124597545014694,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.197418212890625,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,31.602549295988865,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,identity_wide_p064_d2_k8_u5k_seed1,direct_sampled_wide,1,complete,,,,confirm_beta125,baseline_only,50,574.4708492634068,12.478390245384126,0.320330861032262,0.0,0.0,0.0,0.0,10921,10921,0,per_rollout_arm_raw_length_derived,41.44928895303747,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.21484800399048254,latest_invocation_only_not_lifetime,0.21484800399048254,True,37.124597545014694,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.197418212890625,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,31.602549295988865,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q_audit,confirmation,identity_wide_p064_d2_k8_u5k_seed1,direct_sampled_wide,1,complete,,,,,,,,,,,,,,,,,,41.44928895303747,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.21484800399048254,latest_invocation_only_not_lifetime,0.21484800399048254,True,37.124597545014694,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.197418212890625,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,heldout_k64,64,1.25,12807680,25615360,0.4850869692384366,0.3165740966796875,0.47252025775467693,0.3064231872558594,0.47160296552620384,0.3083152770996094,0.675694712003916,0.4953269958496094,0.6900960079330059,0.5036153793334961,0.014401295929313206,0.00142669677734375,0.09238956626024386,0.17956421283487395,0.14337857067584991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
training_run,confirmation,identity_wide_p064_d2_k8_u5k_seed10,direct_sampled_wide,10,complete,,,,,,,,,,,,,,,,,,39.403046094987076,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20884153398219496,latest_invocation_only_not_lifetime,0.20884153398219496,True,35.1731279832311,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.32056427001953,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,identity_wide_p064_d2_k8_u5k_seed10,direct_sampled_wide,10,complete,,,,confirm_beta125,adapted,50,666.711614074583,14.487699232499974,0.3370540599693587,0.10323648500766032,0.0,0.15771658823975165,0.14745329033257992,12184,12184,12184,per_rollout_arm_raw_length_derived,39.403046094987076,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20884153398219496,latest_invocation_only_not_lifetime,0.20884153398219496,True,35.1731279832311,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.32056427001953,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,26.962643901992124,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,identity_wide_p064_d2_k8_u5k_seed10,direct_sampled_wide,10,complete,,,,confirm_beta125,baseline_only,50,460.18818522563686,9.988935779208566,0.31751798817411125,0.0,0.0,0.0,0.0,9358,9358,0,per_rollout_arm_raw_length_derived,39.403046094987076,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20884153398219496,latest_invocation_only_not_lifetime,0.20884153398219496,True,35.1731279832311,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.32056427001953,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,26.962643901992124,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q_audit,confirmation,identity_wide_p064_d2_k8_u5k_seed10,direct_sampled_wide,10,complete,,,,,,,,,,,,,,,,,,39.403046094987076,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20884153398219496,latest_invocation_only_not_lifetime,0.20884153398219496,True,35.1731279832311,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.32056427001953,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,heldout_k64,64,1.25,12807680,25615360,0.5017706018909232,0.3249340057373047,0.43844993116928654,0.28106689453125,0.46999439595990566,0.3047151565551758,0.7193486708944413,0.5415792465209961,0.7195804120091505,0.5340423583984375,0.00023174111485814848,-0.004852294921875,0.09181657672063429,0.1794222259885111,0.13949258625507355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
training_run,confirmation,identity_nominal_beta0_p064_d2_k8_u5k_seed1,direct_sampled_nominal_beta0,1,complete,,,,,,,,,,,,,,,,,,27.64904534595553,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20720602199435234,latest_invocation_only_not_lifetime,0.20720602199435234,True,23.882010432891548,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.307384490966797,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,identity_nominal_beta0_p064_d2_k8_u5k_seed1,direct_sampled_nominal_beta0,1,complete,,,,confirm_beta125,adapted,50,683.6669056795431,14.857041571223604,0.3355612883051907,0.11968417761100687,0.0,0.18881994790222348,0.17389474511475564,12792,12792,12792,per_rollout_arm_raw_length_derived,27.64904534595553,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20720602199435234,latest_invocation_only_not_lifetime,0.20720602199435234,True,23.882010432891548,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.307384490966797,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,28.168374828004744,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,identity_nominal_beta0_p064_d2_k8_u5k_seed1,direct_sampled_nominal_beta0,1,complete,,,,confirm_beta125,baseline_only,50,574.4708492634068,12.478390245384126,0.320330861032262,0.0,0.0,0.0,0.0,10921,10921,0,per_rollout_arm_raw_length_derived,27.64904534595553,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20720602199435234,latest_invocation_only_not_lifetime,0.20720602199435234,True,23.882010432891548,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.307384490966797,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,28.168374828004744,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q_audit,confirmation,identity_nominal_beta0_p064_d2_k8_u5k_seed1,direct_sampled_nominal_beta0,1,complete,,,,,,,,,,,,,,,,,,27.64904534595553,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.20720602199435234,latest_invocation_only_not_lifetime,0.20720602199435234,True,23.882010432891548,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.307384490966797,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,heldout_k64,64,1.25,12807680,25615360,0.550100539528934,0.34540700912475586,0.5387060059453229,0.33597564697265625,0.5335304495846872,0.33437347412109375,0.675694712003916,0.4953269958496094,0.6974403583040517,0.5113201141357422,0.021745646299242187,0.0043087005615234375,0.12206509427676727,0.21826088844345823,0.1660076156258583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
training_run,confirmation,identity_nominal_beta0_p064_d2_k8_u5k_seed10,direct_sampled_nominal_beta0,10,complete,,,,,,,,,,,,,,,,,,39.52040454605594,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.21086352202109993,latest_invocation_only_not_lifetime,0.21086352202109993,True,35.24954332248308,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.42047691345215,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,identity_nominal_beta0_p064_d2_k8_u5k_seed10,direct_sampled_nominal_beta0,10,complete,,,,confirm_beta125,adapted,50,654.5024286094684,14.221742785470965,0.336814485750656,0.11870989530563998,0.0,0.18534369906120163,0.17035534579564912,12831,12831,12831,per_rollout_arm_raw_length_derived,39.52040454605594,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.21086352202109993,latest_invocation_only_not_lifetime,0.21086352202109993,True,35.24954332248308,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.42047691345215,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,26.719642260984983,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_arm,confirmation,identity_nominal_beta0_p064_d2_k8_u5k_seed10,direct_sampled_nominal_beta0,10,complete,,,,confirm_beta125,baseline_only,50,460.18818522563686,9.988935779208566,0.31751798817411125,0.0,0.0,0.0,0.0,9358,9358,0,per_rollout_arm_raw_length_derived,39.52040454605594,cumulative_across_resume_invocations_including_preprocessing_and_optimizer,1,0.21086352202109993,latest_invocation_only_not_lifetime,0.21086352202109993,True,35.24954332248308,cumulative_across_resume_invocations,20480000,899940,899940,32768,32768,20480000,10240000,1280000,1280000,20512768,23.42047691345215,frozen_std_of_declared_baseline_value_estimator_q1,state_complete_same_runtime_continuation; CPU bitwise regression verified; CUDA uninterrupted-versus-resumed bitwise equality unverified,26.719642260984983,paired_evaluation_total_only_not_attributable_to_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
