run_id,run_dir,run_status,training_status,environment,dataset_sha256,checkpoint,checkpoint_sha256,checkpoint_step,train_seed,variant,action_pairing,hubl_alpha,horizon_c,td3bc_alpha,command_scale,command_transform,command_transform_beta,evaluation_control_provenance,command_saturation_fraction,command_transform_saturation_fraction,transformed_command_at_bound_fraction,condition,action_noise_beta,eval_episodes,return_mean,return_std,normalized_score_mean,normalized_score_std,train_wall_time_seconds,eval_wall_time_seconds,evaluation_status,evaluation_record_valid,protocol_fingerprint,source_file,source_sha256,raw_returns_json_pointer,environment_seeds_json_pointer,action_noise_seeds_json_pointer
hubl_horizon_c002_seed0,F:\Theory\hubl_backup\results\action_noise_dev\hubl_horizon_c002_seed0,complete,complete,Walker2d-v4,159a49faaa7786a8444369a1aef758b1a43f26eaaa56146358ace6f9c5b3882a,/root/hubl_research_20260914/results/action_dev/hubl_horizon_c002_seed0/latest.pt,8835485b6ac37f2646222d7cac33e70e01867b64fdb762ec8300d8798d4b99d4,50000,0,hubl_horizon,executed_executed,1.0,0.02,2.5,1.0,identity,,legacy_implicit_scale_1_identity,,,,clean,0.0,50,3644.875338479024,32.54456609193832,79.36195682130085,0.7089283058762565,540.4508485469851,86.23812038701726,complete,True,0d5ad74d4e2b636dd9ba8a5d67a87c85e30155f026d0c6a9770084d5781595c1,F:\Theory\hubl_backup\results\action_noise_dev\hubl_horizon_c002_seed0\independent_eval_50.json,0ae6e12ad73a3a8859d2f795bebc2f686cc19caa291662fc5783d6e17d2a6099,/clean/returns,/clean/episode_seeds,
hubl_horizon_c002_seed0,F:\Theory\hubl_backup\results\action_noise_dev\hubl_horizon_c002_seed0,complete,complete,Walker2d-v4,159a49faaa7786a8444369a1aef758b1a43f26eaaa56146358ace6f9c5b3882a,/root/hubl_research_20260914/results/action_dev/hubl_horizon_c002_seed0/latest.pt,8835485b6ac37f2646222d7cac33e70e01867b64fdb762ec8300d8798d4b99d4,50000,0,hubl_horizon,executed_executed,1.0,0.02,2.5,1.0,identity,,legacy_implicit_scale_1_identity,,,,persistent_action_noise,1.0,50,1664.8758665776809,965.308266174564,36.231018547749606,21.027607246452042,540.4508485469851,86.23812038701726,complete,True,44a390c649c474a6d93f461bf89c849d92bdd479dab5344eb4fa674833b9cbaf,F:\Theory\hubl_backup\results\action_noise_dev\hubl_horizon_c002_seed0\independent_eval_50.json,0ae6e12ad73a3a8859d2f795bebc2f686cc19caa291662fc5783d6e17d2a6099,/persistent_action_noise/returns,/persistent_action_noise/environment_seeds,/persistent_action_noise/action_noise_seeds
